PRS_NAT,libelle,nb_val_jan24,detail
3136,MAJORATION ENFANT - ORTHOPHONIE,4887,MEO
3137,FORFAIT POST HOSPITALISATION - ORTHOPHONIE,386,FPH
3138,FORFAIT EVALUATION DOMICILE HANDICAP - ORTHOPHONIE,8074,FOH
3139,CONTRAT INCITATIF ORTHOPHONISTE,11,CIO
3140,TELESOINS INFIRMIERS,796,TMI
3141,TELESOINS PODOLOGUES,,TMP
3142,TELESOINS ORTHOPHONISTES,3813,TMO
3143,TELESOINS ORTHOPTISTES,545,TMY
3144,VACATION HORS MEDECINS VACCI COVID19,716,VIR
3145,MK-REEDUC AMPUTATIONS,,APM
3146,MK-REEDUC AFF RESPIRATOIRES MAX FACIAL ET ORL,,ARL
3147,MK-REEDUC DEVIATION RACHIS,,DRA
3148,MK-REEDUC AFF NEURO MUSC OU RHUM INFLAM,,NMI
3149,MK-REEDUC SOINS PALLIATIFS,,PLL
3150,INDEMNITE INFLATION,,IIN
3151,MK-REEDUC ABDO ET PERINEOSPHINCTERIENNE,,RAB
3152,MK-REEDUC RACHIS NON OPERE,,RAM
3153,MK-REEDUC RACHIS OPERE,,RAO
3154,MK-REEDUC AFFECTIONS VASCULAIRES,,RAV
3155,MK-REEDUC MBRE INF OPERE SOUS REF,,RIC
3156,MK-REEDUC MBRE INF NON OPERE SOUS REF,,RIM
3157,MK-REEDUC DEAMBULATION SUJET AGEE,,RPE
3158,MK-REEDUC BRULURES,,RPB
3159,MK-REEDUC MBRE SUP OPERE SOUS REF,,RSC
3160,MK-REEDUC MBRE SUP NON OPERE SOUS REF,,RSM
3161,MK-REEDUC AFFECTIONS SUR 2 TERRITOIRES,,TER
3162,MK-REEDUC MBRE INF OPERE SANS REF,,VIC
3163,MK-REEDUC MBRE INF NON OPERE SANS REF,,VIM
3164,MK-REEDUC MBRE SUP OPERE SANS REF,,VSC
3165,MK-REEDUC MBRE SUP NON OPERE SANS REF,,VSM
3166,RDV PREVENTION INFIRMIER,13,RDI
3167,BILAN PSYCHOLOGUE,,BPS
3168,SEANCE PSYCHOLOGUE,,SPS
3169,BILAN ERGOTHERAPEUTE,,BRG
3170,SEANCE ERGOTHERAPEUTE,,SRG
3171,BILAN PSYCHOMOTRICIEN,,BMO
3172,SEANCE PSYCHOMOTRICIEN,,SMO
3173,TELESOINS PREVENTION PODOLOGUE,,POT
3210,AIDE FINANCIERE A L'INTEROPERABILITE DMP,,DMP
3211,ACTES DE BIOLOGIE,1198763,B
3213,FORFAIT PREALABLE BIOLOGIE IVG VILLE,757,FPB
3216,FORFAIT ULTERIEUR BIOLOGIE IVG VILLE,680,FUB
3217,ACTE DE DEPISTAGE DU CANCER COLORECTAL,,DCC
3221,PRELEVEMENT,28349,KB
3222,PRELEVEMENT SANGUIN PAR UN DIRECTEUR DE LABORATOIRE,78311,PB
3223,PRELEVEMENT,303104,TB
3225,PRELEVEMENT PAR PONCTION VEINEUSE DIRECTE POUR UN MEDECIN BIOLOGISTE,24403,KMB
3300,REMUNERATION ROSP AOD,,RRA
3301,CONTESTATION ROSP AOD,,CRA
3302,PAIEMENT GARANTIE CONVENTIONNELLE PHARMACIE,,PGC
3303,CONTESTATION GARANTIE CONVENTIONNELLE PHAMACIE,,CGC
3304,PAIEMENT QUALITE DE SERVICE PHARMACIE,1,PQS
3305,CONTESTATION QUALITE DE SERVICE PHARMACIE,1,CQS
3306,BILAN MEDICATION REMUNERATION PHARMACIE,,BMR
3307,BILAN MEDICATION CONTESTATION PHARMACIE,,BMC
3308,CODE TRACEUR TELECONSULTATION,24949,TLM
3309,CODE TRACEUR ACCOMPAGNEMENT,1274,TAC
3310,BILAN MEDICATION PARTAGE,683,BMI
3311,PHARMACIE 100%,94436,PH1
3312,PHARMACIE PH4,797371,PH4/PG4
3313,PHARMACIE 65%,1837484,PH7/PG7
3314,HORMONE DE CROISSANCE,10471,MX1/PH1
3315,MEDICAMENTS ANTIRETROVIRAUX,26161,MX4/PH7
3316,MEDICAMENTS D  EXCEPTION,159505,MX7/PH7
3317,PHARMACIE HOSPITALIERE A 100%,27696,PHH
3318,PHARMACIE HOSPITALIERE A 65%,7946,PHS
3319,PHARMACIE HOSPITALIERE,94,PHQ
3320,PHARMACIE HOSPITALIERE EN SUS DU GHS,7761,PH8
3321,FORFAIT PHARMACEUTIQUE EN MATERNITE,,PHA
3322,MAJORATION POUR ACHAT HORS HEURES OUVRABLES,89734,UPH
3323,COPIE D  ORDONNANCE,,CPH
3324,ECART MEDICAMENT INDEMNISABLE,3632,EMI
3325,MAJORATION PHARMACIE DES ILES,3087,MPI
3326,PREPARATION MAGISTRALE REMBOURSABLE,67610,PMR
3327,PREPARATION MAGISTRALE HOMEOPATHIQUE,,PMH
3328,MEDICAMENTS  HOMEOPATHIQUES UNITAIRES,,MHU
3329,FORFAIT MEDICAMENT IVG VILLE,2208,FMV
3330,ECART INDEMNISABLE RETROCESSION,11628,ERI
3331,VACCIN ANTI-GRIPPE,34755,PH7/ANTI GRIPPE
3332,VACCIN ROR,16662,PH7/ROR
3333,ANTI PALUDEEN,,PH7/ANTI PALUDEEN
3334,Vaccin anti grippe Hémisphère Sud VAXIGRIP HS,,GS1
3335,Vaccin anti grippe Hémisphère Sud FLUARIX HS,2,GS2
3336,PHARMACIE SOUS ATU SEJOUR,1457,PHX
3337,FORFAIT FAUSSE COUCHE VILLE,103,FFC
3338,FORFAIT FAUSSE COUCHE VILLE SANS ÉCHOGRAPHIE,7,FFV
3339,FORFAIT FAUSSE COUCHE ETABLISSEMENT AVEC ECHOGRAPHIE,59,FEF
3340,FORFAIT FAUSSE COUCHE ETABLISSEMENT SANS ECHOGRAPHIE,8,FFE
3341,PHARMACIE 15%,481621,PH2
3342,PREPARATION MAGISTRALE ALLOPATHIQUE 15 %,399,PM2
3343,PREPARATION MAGISTRALE ALLOPATHIQUE,2258,PM4
3344,ACCOMPAGNEMENT ANTIVITAMINE K INITIAL,,AKI
3345,ACCOMPAGNEMENT ANTIVITAMINE SUIVANT,,AKS
3346,ACCOMPAGNEMENT ANTICOAGULANTS ORAUX INITIAL,1,AOI
3347,ACCOMPAGNEMENT ANTICOAGULANTS ORAUX DIRECTS SUIVANT,,AOS
3348,ACCOMP. SUIVI INITIAL,654,ASI
3349,ACCOMP. SUIVI SUPPL.,614,ASS
3350,BILAN MEDICATION AVEC CHANGEMENT DE TRAITEMENT,182,BMT
3351,MEDICAMENT AVEC UNE AUTORISATION TEMPORAIRE D'UTILISATION,6200,PHU
3352,PREPARATION MAGISTRALE HOSPITALIRE,3103,PHM
3353,PREPARATION HOSPITALIERE,5992,PHP
3354,MEDICAMENT AVEC AUTORISATION D'IMPORTATION,2762,PHI
3355,MARGE FORFAITAIRE (MEDICAMENTS HOSPITALIERS),16818,MAR
3356,PHARMACIE HOSPITALIERE DEROGATOIRE,3192,PHD
3357,PHARMACIE HOSPITALIERE MMH,,PHT
3358,ACCOMPAGNEMENT CHIMIOTHERAPIE PATIENTS SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS POUR L'ANNEE INITIALE,116,AC1
3359,TROD ANGINE PHARMACIEN,12423,TRD
3360,VACCINATION GRIPPE PHARMACIEN,19491,VGP
3361,GARDE PHARMACIE NUIT,182,GPN
3362,GARDE PHARMACIE FERIE,55,GPF
3363,GARDE PHARMACIE DIMANCHE,144,GPD
3364,HONORAIRE MEDICAMENT REMBOURSABLE,1920125,HDR
3365,HONORAIRE DISPENSATION EN LIEN AVEC AGE,548421,HDA
3366,HONORAIRE DE DISPENSATION MEDICAMENTS SPECIFIQUES,1067789,HDE
3367,BILAN MEDICATION SANS CHANGEMENT DE TRAITEMENT,319,BMS
3368,ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX (PREMIERE ANNEE),105,AC2
3369,CODE TRACEUR DISPENSATION ADAPTEE,38547,DAD
3370,ACCOMPAGNEMENT CHIMIOTHERAPIE SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS,57,AC3
3371,PAIEMENT PONCTUEL PHARMACIE COVID,,RTR
3372,PAIEMENT PONCTUEL PHARMACIE,,CTR
3373,PHARMACIE EN SUS DU GMT,,PH9
3374,KIT ANTI-GRIPPE,,KGP
3375,REMUNERATION PHARMACIENS POUR VACCINS H1N1,,
3376,ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX,32,AC4
3377,SPECIALITE PHARMACEUTIQUE ONEREUSE SSR,,SPO
3378,CONTESTATION ROSP TRANSMISSION RPPS,,CTR
3379,Honoraire de dispensation spécifique vaccins anti grippaux Hémisphère Sud,,HDS
3380,HONO DISP COMP,301156,HC
3381,PREPARATION PHARMACEUTIQUE INDIVIDUALISEE (ALLERGENES),10501,PPI
3382,PRISE EN CHARGE DEROGATOIRE PHARMACIE,101,PDP
3383,HONO DISP 1,132563,HD1
3384,HONO DISP 2,479797,HD2
3385,HONO DISP 4,790484,HD4
3386,HONO DISP 7,1864918,HD7
3387,HONO DISP GC 1,4698,HG1
3388,HONO DISP GC 2,3,HG2
3389,HONO DISP GC 4,23896,HG4
3390,HONO DISP GC 7,257629,HG7
3391,REMU  OBJECTIF - PHARMACIEN,,ROP
3392,REMU OBJECTIF - PHARMACIEN COMPLEMENT,,COP
3393,ROSP AVK,,AVK
3394,ROSP AVK COMPLEMENT,,CVK
3395,Plan personnalisé de santé pharmacie,2,PPH
3396,ROSP ASTHME,,AHM
3397,ROSP ASTHME COMPLEMENT,,CHM
3398,ROSP TRANSMISSION RPPS,,RTR
3399,REMUNERATION PHARMACIENS POUR VACCINS H1N1 - REGULARISATION COMPTABLE ET SAISIE MANUELLE,,
3400,REMUNERATION DISPENSATION ADAPTEE,,DA1
3401,CONTESTATION DISPENSATION ADAPTEE,,DA2
3402,TELESOINS PHARMACIE,304,TPH
3403,REMUNERATION PHARMACIEN COVID 19,1000,KGP
3404,ENTRETIEN FEMME ENCEINTE,834,EFE
3405,REMUNERATION LABO TESTS PCR COVID 19,2,RLC
3406,REMU PHARMACIEN CANCER COLOREC.,,RPC
3407,CONTESTATION PHARM CANCER COLO.,,PCC
3408,REMISE KIT DCC,6007,RKD
3410,DISPENSATION PHARMACIE A DOMICILE,76,DDO
3411,"SANG,PLASMA ET LEURS DERIVES",87,SNG
3412,TRANSPORT DU PRODUIT,11,TSG
3413,LAIT HUMAIN,21,LAI
3414,AUTRES PRODUITS D  ORIGINE HUMAINE,24,HUM
3415,RAPPEL VACCIN ADULTE PHARMACIEN,36062,RVA
3416,PHIE DEPISTAGE INFECTION URINAIRE,316,PEE
3417,ROSP PHIE BON USAGE PDT SANTE,2,BUP
3418,REMU PHIE DEP INFEC URINAIRE,,PWC
3419,REMU PHIE DISPENSATION DOM,,DDP
3420,REMU PHIE DISPENSATION UNITE,,DUP
3421,PHIE EN AAC ET AAP - SEJOUR SSR,,PHY
3423,RDV PREVENTION PHARMACIE,19,RDP
3424,PRESCRIPTION RENFORCEE REMBOURSABLE,,PRR
3425,PRESCRIPTION RENFORCEE INVALIDE,,PRI
3500,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE",3789,VU7
3501,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE",7335,VU6
3502,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE",39037,VU3
3503,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE",53785,VU2
3504,"VERRE DE CLASSE B, NEUTRE OU UNIFOCAL SPHERIQUE SIMPLE",33871,VU1
3505,MONTURE ENFANT DE CLASSE A,11218,M02
3506,MONTURE ADULTE DE CLASSE A,48642,M01
3507,"VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE",2056,V04
3508,"VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE",34243,V03
3509,"VERRE DE CLASSE A, UNIFOCAL COMPLEXE",7726,V02
3510,"VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE",55868,V01
3511,"APPAREILS D  ASSISTANCE RESPIRATOIRE,OXYGENOTHERAPIE A DOMICILE",419389,AAR
3512,AUTRES MATERIELS POUR TRAITEMENTS A DOMICILE (CHAP. 1),445474,AAD
3513,MATERIELS ET APPAREILS DE CONTENTION ET DE MAINTIEN (CHAP. 2),58593,MAC
3514,MATERIELS ET APPAREILS POUR TRAITEMENTS DIVERS (CHAP. 3),322679,MAD
3515,ARTICLES DE PANSEMENTS (CHAP. 4),325980,PAN
3516,NUTRIMENTS POUR INTOLERANTS AU GLUTEN (CHAP. 3),10102,GLU
3517,ALIMENTS DESTINES A DES FINS MEDICALES,797,NUT
3518,APPAREIL GENERATEUR D AEROSOL,76136,ARO
3519,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE",42343,VM2
3520,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE",39072,VM3
3521,ORTHESES (PETIT APPAREILLAGE) (CHAP. 1),153336,PA
3522,DIVERS ORTHESES,174495,DVO
3523,MONTURE MOINS DE 18 ANS CMU,,OME
3524,OPTIQUE ENFANT -A- MULTIFOCAUX (CMU),,OVA
3525,OPTIQUE ENFANT -B- MULTIFOCAUX (CMU),,OVB
3526,OPTIQUE -N°6 MULTIFOCAUX (CMU),,OP7
3527,OPTIQUE -ENFANT-N°1 UNIFOCAUX (CMU),,OV1
3528,OPTIQUE -ENFANT-N°2 UNIFOCAUX (CMU),,OV2
3529,OPTIQUE -ENFANT-N°3 UNIFOCAUX (CMU),,OV3
3530,OPTIQUE -ENFANT-N°4 UNIFOCAUX (CMU),,OV4
3531,OPTIQUE MEDICALE PROPREMENT DIT,4629,OPT
3532,MONTURE/LUNETTE POUR ENFANT DE - DE 18 ANS CRPCEN (HORS CODAGE LPP),3,LUN/LNE
3533,VERRES / VERRES POUR ENFANT<18 ans -CRPCEN- (hors codage LPP),3,VER/OPE
3534,REPARATION,,OPR/ROM/ROV
3535,LENTILLES OPTIQUES,5865,LEN
3536,VERRES UNIFOCAUX OP1 (CMU),,OP1
3537,VERRES UNIFOCAUX OP2 (CMU),,OP2
3538,VERRES UNIFOCAUX OP3 (CMU),,OP3
3539,VERRES UNIFOCAUX OP4 (CMU),1,OP4
3540,PROTHESE AUDITIVE RAC ZERO,,PAZ
3541,APPAREILS ELECTRONIQUES DE SURDITE  (CHAP 3.),,PAU/AUA
3542,PROTHESES EXTERNES NON ORTHOPEDIQUES (CHAP. 4),7339,PEX
3543,PROTHESES OCULAIRES ET FACIALES (CHAP. 5),2609,POC
3544,CHAUSSURES ORTHOPEDIQUES (CHAP. 6),8472,COR
3545,ORTHOPROTHESES (CHAP 7.),12363,ORP
3547,APPAREILS ELECTRONIQUES DE SURDITE (CONSOMMABLES Y.C. PILES),,AUP
3548,ORTHOPROTHESES COUTEUSES,,OPC
3549,PROCESSEUR POUR IMPLANT OSTE-INTEGRE,1298,PIO
3550,PROTHESE AUDITIVE SUIVI,30185,SUI
3551,"IMPLANT INTERNE (CHAP. 1, 2 ET 3)",17387,PII
3552,IMPLANT MU PAR ELECTRICITE (CHAP. 4),1953,PME
3553,OPTIQUE -ENFANT-N°5 UNIFOCAUX (CMU),,OV5
3554,OPTIQUE -ENFANT-N°6 UNIFOCAUX (CMU),,OV6
3555,OPTIQUE -ENFANT-N°7 UNIFOCAUX (CMU),,OV7
3556,OPTIQUE -ENFANT-N°8 UNIFOCAUX (CMU),,OV8
3557,OPTIQUE -ENFANT-N°9 UNIFOCAUX (CMU),,OV9
3558,LPP DEPAST PRIX LIMITE DE VENTE,41,PDZ
3559,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE SIMPLE",20949,VM1
3560,"VERRE DE CLASSE B, UNIFOCAL SPHERIQUE COMPLEXE",1372,VU4
3561,VEHICULES POUR HANDICAPES PHYSIQUES,9971,VEH
3562,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE",2202,VU5
3563,MONTURE ADULTE DE CLASSE B,102768,M03
3564,MONTURE ENFANT DE CLASSE B,15984,M04
3565,OPTIQUE - ADAPTATION VERRE DE CLASSE A,10687,S01
3566,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE COMPLEXE",1908,VM4
3567,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE",1626,VM5
3568,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE",2214,VM6
3569,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE",579,VM7
3570,OPTIQUE - AUTRE SUPPLEMENT,3167,SV3
3572,ECART TIPS INDEMNISABLE,2520,ETI
3573,FOURNITURE ET EQUIPEMENT DEROGATOIRES,,FED
3574,DISPOSITIF MEDICAL (PRISE EN CHARGE EXCEPTIONNELLE),69,PDM
3575,COMPLEMENT AT 150% LPP,9047,ATL
3576,PRESTATION PARTICULIERE ET PANDEMIE,,PPP
3577,DELIVRANCE TAG PHIE,46943,DTG
3578,OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,,MS1
3579,OPTIQUE CLASSE B - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS,,MS2
3580,OPTIQUE - ADAPTATION VERRE DE CLASSE B,2303,SV1
3581,VERRES UNIFOCAUX OP5(CMU),,OP5
3582,VERRES UNIFOCAUX OP6(CMU),,OP6
3583,MONTURE (CMU),1,OPM
3584,"OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A",15259,SV2
3585,OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE),453,SV4
3586,PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE GAUCHE,8095,P1G
3587,PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE DROITE,8101,P1D
3588,PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE,16736,P2G
3589,PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE,16724,P2D
3590,PROTHESES AUDITIVES - ACCESSOIRES,3166,APA
3591,PRISE EN CHARGE DEROGATOIRE LPP,20,PCD
3592,PEC EXCEPTIONNELLE DÉPASSEMENT LPP,2,DLE
3593,TELESURVEILLANCE : FOURNISSEUR DE LA SOLUTION,2148,TSF
3594,PEC EXCEPTIONNELLE DEPASSEMENT LPP TP,5,DLT
3595,PROTHESES AUDITIVES - PILES,20102,PIL
3596,DELIVRANCE DE MASQUE,13114,MSQ
3597,TELESURVEILLANCE COMMUN,3609,TL1
3598,DELIVRANCE AUTOTESTS EN PHIE,2008,OTO
3599,REALISATION TAG EN PHIE,46014,RTG
3600,PRESERVATIFS GRATUITS,,PRV
3601,TELESURVEILLANCE DEROGATOIRE,358,TL2
3602,SUPPLT CONDITIONNEL OPTIQUE CLS A,6100,SOA
3610,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION PHARMACIE NON REMBOURSABLE (CNMSS),101,SGN
3611,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE NON REMBOURSABLE (CNMSS),11,SGS
3612,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE REMBOURSABLE (CNMSS),220,DPS
4111,FORFAIT DE SURVEILLANCE MEDICALE  1ER HANDICAP,2857,STH
4112,FORFAIT DE SURVEILLANCE MEDICALE REDUIT  2EME HANDICAP,996,THR
4113,PRATIQUES MEDICALES COMPLEMENTAIRES COTEES EN K,142,KTH
4114,COMPLEMENT SURVEILLANCE THERMALE,,CST
4131,FRAIS DE TRANSPORT - CURES THERMALES,789,TTH
4132,FRAIS D  HOTEL - CURES THERMALES,642,HTH
4141,FORFAIT THERMAL 1,1158,TH1
4142,FORFAIT THERMAL 2 AVEC KINESITEHRAPIE,628,TH2
4143,FORFAIT THERMAL 2EME ORIENTATION,868,TH3
4144,FORFAIT THERMAL 3 AVEC 9 SEANCES KINESITHERAPIE,833,TH4
4145,FORFAIT THERMAL 72 SEANCES AVEC KINE,120,TH5
4151,FORFAIT THERMAL 18 SEANCES COLLECTIVES,281,MK1
4152,FORFAIT THERMAL 18 SEANCES INDIVIDUELLES,161,MK2
4153,FORFAIT THERMAL 9 SEANCES COLLECTIVES,531,MK3
4154,FORFAIT THERMAL 9 SEANCES INDIVIDUELLES,929,MK4
4155,THERMAL-SEVRAGE DES PSYCHOTROPES,,FSB
4156,THERMAL-SUITE CANCER DU SEIN,14,FKS
4157,THERMAL-TROUBLE COMPORTEMENT 72 SEANCES,2,TC1
4158,THERMAL-TROUBLE COMPORTEMENT 108 SEANCES,,TC2
4159,DETECTION FRAGILITE SENIOR MILIEU THERMAL,,DFG
4203,SUPPLEMENT TRANSPORT PERSONNE MOBILITE REDUITE,2255,TMR
4204,FORFAIT TRANSPORT URGENCE EXTRAMUROS CPAM MEUSE,,FUE
4205,FORFAIT TRANSPORT URGENCE INTRAMUROS CPAM MEUSE,,FUI
4206,PRESTATION FIN DE GARDE AMBULANCE,16,AFG
4207,FORFAIT TRANSPORT D'URGENCE EXPERIMENTATION CPAM AUDE,,FTU
4208,FORFAIT D'URGENCE SUR APPEL DU SAMU EXPERIMENTATION CPAM BOUCHES-DU-RHONE,46,FUS
4209,COMPLEMENT TRANSPORTS D'URGENCE,1,CTU
4210,Taxi tarif A,116,TXA
4211,SERVICES MOBILES D  URGENCE ET DE REANIMATION (SMUR),15,SMU
4212,AMBULANCES AGREEES,119487,ABA
4213,VEHICULES SANITAIRES LEGERS (VSL),147443,VSL
4214,TAXIS,306177,TXI
4215,VEHICULES PERSONNELS,42704,VP
4216,TRANSPORT REEDUCATION PROFESSIONNEL,,TRP
4217,Taxi tarif B,10,TXB
4218,Taxi tarif C,608,TXC
4219,AUTRES MODES DE TRANSPORT,9572,ATP
4220,Taxi tarif D,46,TXD
4221,AMBULANCE AGREEE DE GARDE,315,ABG
4222,INDEMNITE DE GARDE AMBULANCIERE,,ING
4223,PART ASSOCIATION TRANSPORTEUR,,
4224,PRATIQUE DE GEO LOCALISATION PAR DISPOSITIF EMBARQUE,31,PGE
4225,FORFAIT TRANSPORT PARTAGE PAR 2 PERSONNES,,TS2
4226,FORFAIT TRANSPORT PARTAGE PAR 3 PERSONNES,,TS3
4227,CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS,,CAQ
4228,CONTRAT D'AMELIORATION DE LA QUALITE ET DE LA COORDINATION DES SOINS COMPLEMENT,,CAC
4229,Taxi tarif F,6,TXF
4230,PAIEMENT SORTIE BLANCHE,90,ASB
4231,COMPLEMENT MINIMUM GARANTI,93,ARC
4232,INTERVENTION DURANT GARDE,27452,AIG
4233,INTERVENTION HORS GARDE,10973,AHG
4234,INDICIAIRE TRANSPORT PARTAGE,,ITP
4235,REMBT FRAIS PARKING,1,MRS
4236,AVION EVACUATION SANITAIRE,3,AEV
4237,AVION TRANSPORT SANITAIRE,931,ATS
4238,BATEAU EVACUATION SANITAIRE,,BEV
4239,BATEAU TRANSPORT SANITAIRE,154,BTS
4240,TRAIN EVACUATION SANITAIRE,,TEV
4241,TRAIN TRANSPORT SANITAIRE,111,TTS
4310,FRAIS EXPERTISE CONTENTIEUX MALADIE,30,FEC
4311,FRAIS DE DEPLACEMENT - ENQU'TE LEGALE AT,,DEL
4312,FRAIS DE DEPLACEMENT - COLLEGE 3 MEDECINS,,DCM
4313,HONORAIRES,,HCM
4314,ENQUETE,,ENQ
4315,AUTOPSIE,,AUT
4316,FRAIS EXPERTISE AMIABLE,131,EXP
4317,HONORAIRE COMITE  REGIONAL  RECONNAISSANCE Maladie  Professionnelle,21,HMP
4318,DEPLACEMENT COMITE REGIONAL RECONNAISSANCE MP,3,DPH
4319,DEPLACEMENT PERSONNE ENTENDUE (CRRMP),,DPE
4320,AVIS SAPITEUR,,ECP
4321,FRAIS FUNERAIRES,79,FUN
4322,TRANSPORT DU CORPS,2,TRC
4323,INDEMNITE ALLOUEE EN REPARATION DES PREJUDICES EXTRA-PATRIMOMIAUX,107,PDO
4324,INDEMNITE DE CHANGEMENT D  EMPLOI,,ICE
4325,INDEMNITE COMPLEMENTAIRE POUR REEDUCATION PROFESSIONNELLE,8,ICR
4326,PRETIUM PULCHRITUDINIS,37,PPU
4327,PRETIUM SEXUALE,17,PSE
4328,PREJUDICE D'AGREMENT,21,PAG
4329,PREJUDICE PERTE OU DIMINUTION PROMOTION PROFESSIONNELLE,6,PPD
4330,PREJUDICES EXTRA PATRIMONIAUX - HORS IV,37,PNC
4331,"REMBOURSEMENTS DE SOINS A L  ETRANGER (ET1 A ET6 ET ET8 A ET9, ETB ETA, ETH, ETT, ETP, ETX )",24127,ETR
4332,PREJUDICE AMIANTE,18,PPA
4333,FRAIS EXPERTISE CTX AT,,FEA
4339,REMBOURSEMENT DE SOINS,,RES
4341,FRAIS DE TUTELLE,,
4342,COTISATIONS A.T. EN CAS DE READAPTATION FONCTIONNELLE,,CRF
4343,COTISATIONS A.T. EN CAS DE REEDUCATION PROFESSIONNELLE,,CRP
4351,PRIME DE FIN DE REEDUCATION,,PFR
4352,AUTRES PRESTATIONS DIVERSES,,
4353,"INDEMNITE POUR PERTE DE SALAIRE (MALADIE, AT)",1038,IPS
4359,FORFAIT UTILISATION DES TELESERVICES,,IUS
4360,FORFAIT PARTICIPATION A LA TELETRANSMISSION,,FPT
4361,FACTURATION FEUILLE DE SOINS (POUR INFORMATION),,FFS
4363,AIDE A LA FACTURATION FEUILLE DES FLUX NON SECURISES,,FFN
4364,AIDE MAINTENANCE TELETRANSMISSION,,AMT
4365,AIDE PORTABLE TELETRANSMISSION,,APT
4366,AIDE DEMARRAGE TELETRANSMISSION,,ADT
4367,AIDE ADHESION RAPIDE DISPOSITIF,,ARD
4368,FORFAIT STRUCTURE CENTRE DE SANTE,,FCS
4369,FORFAIT PROFESSIONNEL DE SANTE CENTRE DE SANTE,,FPS
4370,FORFAIT D'INCITATION FORFAITAIRE A LA NUMERISATION ET A LA TRANSMISSION,,IFT
4371,FORFAIT DE SOINS MEDICALISES (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES),194,FSM
4372,FORFAIT REPOS CONVALESCENCE (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES),17,FRC
4373,EXAMEN DE SANTE,,EDS
4374,MÉCANISME DE COMPENSATION AUX CENTRES DE SANTÉ,,MDS
4375,AIDE OUTIL DE MISE A JOUR,,OMJ
4376,LIGNE TELEPHONIQUE DEDIEE,,LTD
4377,PIED SUPPORT MATERIEL,,PSM
4378,SUPPLEMENT OFFICINE DOM,,SOD
4379,AVANCE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ,23,ADS
4380,SOLDE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ,7,SDS
4381,ACTES NON NOMENCLATURE,,HN
4382,PHARMACIE NON REMBOURSABLE,,PHN
4391,RESPONSABILITE CIVILE PROFESSIONNELLE,,RCP
