dimension,cle,libelle,detail
PRS_NAT,1609,CONTRAT DE BONNES PRATIQUES ZONE RURAL,CBR
PRS_NAT,1610,RÉMUNÉRATION CONTRAT D'ACCÈS AUX SOINS DENTAIRES,CAD
PRS_NAT,1611,CONTRAT DE BONNES PRATIQUES ZONE MONTAGNE,CBM
PRS_NAT,1612,CONTRAT DE BONNES PRATIQUES ZONE URBAINE,CBU
PRS_NAT,1613,CONTRAT DE BONNES PRATIQUES ZONE FRANCHE URBAINE,ZFU
PRS_NAT,1614,CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2006,CP6
PRS_NAT,1615,CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2007,CP7
PRS_NAT,1616,CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2008,CP8
PRS_NAT,1617,REDEVANCE CHEF DE CLINIQUE,RCC
PRS_NAT,1618,COMPLEMENT DE REMUNERATION CHEF DE CLINIQUE,CRC
PRS_NAT,1619,CONTRAT SANTE SOLIDARITE,CSS
PRS_NAT,1621,CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORTS,CAT
PRS_NAT,1622,CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE/LPP,CAP
PRS_NAT,1623,REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS TRANSPORTS,RCT
PRS_NAT,1624,REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP,RCL
PRS_NAT,1625,PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORT,PCT
PRS_NAT,1626,PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP,PCL
PRS_NAT,1627,CONTRAT INCITATIF CHIRURGIEN-DENTISTE,CIC
PRS_NAT,1628,DEMO. AIDE FORFAITAIRE GROUPE,ODG
PRS_NAT,1629,DEMO. AIDE FORFAITAIRE POLE SANTE,ODP
PRS_NAT,1630,DEMO. ACTIVITE GROUPE,DAG
PRS_NAT,1631,DEMO. ACTIVITE POLE SANTE,DOP
PRS_NAT,1632,SST AIDE ACTIVITE,STA
PRS_NAT,1633,SST FRAIS DEPLACEMENT,STD
PRS_NAT,1634,CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE,CDG
PRS_NAT,1635,CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE,CDP
PRS_NAT,1636,CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE,CAG
PRS_NAT,1637,CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE,CAS
PRS_NAT,1638,CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION SST,CTA
PRS_NAT,1639,CONTESTATION POUR FRAIS DE DEPLACEMENT POUR LES ADHERENTS A L'OPTION SST,CTD
PRS_NAT,1640,FORFAIT AIDE A L'INSTALLATION DU MEDECIN - CAIM,CIM
PRS_NAT,1641,MAJORATION AIDE À L'INSTALLATION DU MEDECIN - CAIM,MAI
PRS_NAT,1642,MAJORATION POUR EXERCICE PARTIEL EN HÔPITAL DE PROXIMITÉ - CAIM,EHP
PRS_NAT,1643,PAIEMENT AIDE ACTIVITE - CSTM,PAA
PRS_NAT,1644,MAJO REMUNERATION ARS - CSTM,MAM
PRS_NAT,1645,PAIEMENT PRISE EN CHARGE FRAIS DEPLACEMENT - CSTM,DEP
PRS_NAT,1646,AIDE FORFAITAIRE - COSCOM,AIF
PRS_NAT,1647,REMUNERATION COMPLEMENTAIRE ACCUEIL DE STAGIAIRE - COSCOM,RMS
PRS_NAT,1648,REMUNERATION COMPLEMENTAIRE EXERCICE EN HOPITAL - COSCOM,RHP
PRS_NAT,1649,PAIEMENT MAJORATION DE LA REMUNERATION ARS - COSCOM,MAO
PRS_NAT,1650,AIDE A L'ACTIVITE   COTRAM,CAA
PRS_NAT,1651,PAIEMENT MAJORATION REMUNERATION ARS   COTRAM,MRA
PRS_NAT,1652,PTMR  -  REMPLACEMENT,RFC
PRS_NAT,1653,"PTMR  - MALADIE, MATERNITE, PATERNITE",RCR
PRS_NAT,1654,FORFAIT IPA,IEX
PRS_NAT,1701,CDS  MEDICAL OPTANT FORF DEBUT,CMD
PRS_NAT,1702,CDS MEDICAL OPTANT FORF FIN,CMF
PRS_NAT,1703,CDS MEDICAL OPTANT FORFTACITE,CMT
PRS_NAT,1704,CDS DENTAIRE OPTANT FORF INITIAL,CDI
PRS_NAT,1705,CDS DENTAIRE OPTANT FORF SUIVI,CDS
PRS_NAT,1706,CDS DENTAIRE OPTANT FORF FINAL,CDF
PRS_NAT,1707,CDS INFIRMIER OPTANT FORF DEBUT,CID
PRS_NAT,1708,CDS INFIRMIER OPTANT FORF FIN,CIF
PRS_NAT,1711,FORFAIT MEDECIN REFERENT DEBUT DE CONTRAT,MRD
PRS_NAT,1712,FORFAIT MEDECIN REFERENT FIN DE CONTRAT,MRF
PRS_NAT,1715,FORFAIT MENSUEL COORDONNATEUR,FMC
PRS_NAT,1716,FORFAIT MENSUEL PARTICIPATION,FMP
PRS_NAT,1717,FORFAIT MENSUEL SOINS,FMS
PRS_NAT,1718,FORFAIT D'ADHESION ZONE DEFICITAIRE,FAZ
PRS_NAT,1721,FORFAIT PROFESSIONNEL (F01) FILIERES ET RESEAUX,F01
PRS_NAT,1722,FORFAIT PROFESSIONNEL (F02) FILIERES ET RESEAUX,F02
PRS_NAT,1723,FORFAIT PROFESSIONNEL (F03) FILIERES ET RESEAUX,F03
PRS_NAT,1724,FORFAIT PROFESSIONNEL (F04) FILIERES ET RESEAUX,F04
PRS_NAT,1725,FORFAIT PROFESSIONNEL (F05) FILIERES ET RESEAUX,F05
PRS_NAT,1726,FORFAIT PROFESSIONNEL (F06) FILIERES ET RESEAUX,F06
PRS_NAT,1727,FORFAIT PROFESSIONNEL (F07) FILIERES ET RESEAUX,F07
PRS_NAT,1728,FORFAIT PROFESSIONNEL (F08) FILIERES ET RESEAUX,F08
PRS_NAT,1729,FORFAIT PROFESSIONNEL (F09) FILIERES ET RESEAUX,F09
PRS_NAT,1731,FORFAIT PROFESSIONNEL (F10) FILIERES ET RESEAUX,F10
PRS_NAT,1732,FORFAIT PROFESSIONNEL (F11) FILIERES ET RESEAUX,F11
PRS_NAT,1733,FORFAIT PROFESSIONNEL (F12) FILIERES ET RESEAUX,F12
PRS_NAT,1734,FORFAIT PROFESSIONNEL (F13) FILIERES ET RESEAUX,F13
PRS_NAT,1735,FORFAIT PROFESSIONNEL (F14) FILIERES ET RESEAUX,F14
PRS_NAT,1736,FORFAIT PROFESSIONNEL (F15) FILIERES ET RESEAUX,F15
PRS_NAT,1741,FORFAIT CONSULTATION (FC0) FILIERES ET RESEAUX,FC0
PRS_NAT,1742,FORFAIT CONSULTATION (FC1) FILIERES ET RESEAUX,FC1
PRS_NAT,1743,FORFAIT CONSULTATION (FC2) FILIERES ET RESEAUX,FC2
PRS_NAT,1744,FORFAIT CONSULTATION (FC3) FILIERES ET RESEAUX,FC3
PRS_NAT,1745,FORFAIT CONSULTATION (FC4) FILIERES ET RESEAUX,FC4
PRS_NAT,1746,FORFAIT CONSULTATION (FC5) FILIERES ET RESEAUX,FC5
PRS_NAT,1747,FORFAIT CONSULTATION (FC6) FILIERES ET RESEAUX,FC6
PRS_NAT,1748,FORFAIT CONSULTATION (FC7) FILIERES ET RESEAUX,FC7
PRS_NAT,1749,FORFAIT CONSULTATION (FC8) FILIERES ET RESEAUX,FC8
PRS_NAT,1751,FORFAIT CONSULTATION (FC9) FILIERES ET RESEAUX,FC9
PRS_NAT,1761,FORFAIT FORMATION (FF0) FILIERES ET RESEAUX,FF0
PRS_NAT,1762,FORFAIT FORMATION (FF1) FILIERES ET RESEAUX,FF1
PRS_NAT,1763,FORFAIT FORMATION (FF2) FILIERES ET RESEAUX,FF2
PRS_NAT,1764,FORFAIT FORMATION (FF3) FILIERES ET RESEAUX,FF3
PRS_NAT,1765,FORFAIT FORMATION (FF4) FILIERES ET RESEAUX,FF4
PRS_NAT,1766,FORFAIT FORMATION (FF5) FILIERES ET RESEAUX,FF5
PRS_NAT,1767,FORFAIT FORMATION (FF6) FILIERES ET RESEAUX,FF6
PRS_NAT,1768,FORFAIT FORMATION (FF7) FILIERES ET RESEAUX,FF7
PRS_NAT,1769,FORFAIT FORMATION (FF8) FILIERES ET RESEAUX,FF8
PRS_NAT,1771,FORFAIT FORMATION (FF9) FILIERES ET RESEAUX,FF9
PRS_NAT,1781,FORFAIT PREVENTION/DEPISTAGE (FP0) FILIERES ET RESEAUX,FP0
PRS_NAT,1782,FORFAIT PREVENTION/DEPISTAGE (FP1) FILIERES ET RESEAUX,FP1
PRS_NAT,1783,FORFAIT PREVENTION/DEPISTAGE (FP2) FILIERES ET RESEAUX,FP2
PRS_NAT,1784,FORFAIT PREVENTION/DEPISTAGE (FP3) FILIERES ET RESEAUX,FP3
PRS_NAT,1785,FORFAIT PREVENTION/DEPISTAGE (FP4) FILIERES ET RESEAUX,FP4
PRS_NAT,1786,FORFAIT PREVENTION/DEPISTAGE (FP5) FILIERES ET RESEAUX,FP5
PRS_NAT,1787,FORFAIT PREVENTION/DEPISTAGE (FP6) FILIERES ET RESEAUX,FP6
PRS_NAT,1788,FORFAIT PREVENTION/DEPISTAGE (FP7) FILIERES ET RESEAUX,FP7
PRS_NAT,1789,FORFAIT PREVENTION/DEPISTAGE (FP8) FILIERES ET RESEAUX,FP8
PRS_NAT,1791,FORFAIT PREVENTION/DEPISTAGE (FP9) FILIERES ET RESEAUX,FP9
PRS_NAT,1811,IK PLAINE,IK IKP
PRS_NAT,1812,IK MONTAGNE,IKM
PRS_NAT,1813,IK PIED SKI,IKS
PRS_NAT,1814,FRAIS DE DEPLACEMENT VACATION,IKG
PRS_NAT,1821,"ID PARIS LYON MARSEILLE, +100.000 HA, -100.000 HA",ID
PRS_NAT,1841,INDEMNITES FORFAITAIRES DE DEPLACEMENT,IF
PRS_NAT,1842,INDEMNITES FORFAITAIRES DE DEPLACEMENT DES AUXILIAIRES MEDICAUX ET ASSIMILES,IFA
PRS_NAT,1843,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK ORTHOPEDIQUE ET RHUMATOLOGIQUE,IFO
PRS_NAT,1844,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK RHUMATISMALE,IFR
PRS_NAT,1845,INDEMNITE FORFAITAIRE DEPLACEMENT NEUROLOGIQUE,IFN
PRS_NAT,1846,INDEMNITES FORFAITAIRES DE DEPLACEMENT MK PNEUMOLOGIE,IFP
PRS_NAT,1847,INDEMNITES FORFAITAIRES DE DEPLACEMENT DE SORTIE,IFS
PRS_NAT,1848,INDEMNITES FORFAITAIRES DEPLACEMENT INFIRMIERS,IFI
PRS_NAT,1849,INDEMNITE FORFAITAIRE DEPLACEMENT MK PERS. AGEE,IFV
PRS_NAT,1901,MAJORATION PERSONNES AGEES,MOP
PRS_NAT,1903,MAJORATION ENFANT GENERALISTE ,MEG
PRS_NAT,1904,MAJORATION ENFANT PEDIATRE,MEP
PRS_NAT,1905,NOUVEAU FORFAIT ENFANT,NFE
PRS_NAT,1906,NOUVEAU FORFAIT PEDIATRIQUE,NFP
PRS_NAT,1907,REMUNERATION DES SOINS DE PROXIMITE,PRX
PRS_NAT,1908,FORFAIT SORTIE PRECOCE ET TEST GUTHRIE,SP2
PRS_NAT,1909,FORFAIT SORTIE PRECOCE,SP1
PRS_NAT,1910,Plan personnalisé de santé,PPS
PRS_NAT,1911,ACTES DES SAGES-FEMMES,SF
PRS_NAT,1912,HONORAIRES NON VENTILABLES INDIVIDUALISES,NA
PRS_NAT,1913,MAJORATION MILIEU DE NUIT,MM
PRS_NAT,1914,FORFAIT PEDIATRIQUE,FPE
PRS_NAT,1915,FORFAIT ASTREINTE PROF,ASR
PRS_NAT,1916,REMUNERATION POUR GARDE ETS PRIVES,RPG
PRS_NAT,1917,REMUNERATION POUR ASTREINTE ETS PRIVES,RPA
PRS_NAT,1918,MAJORATION D'URGENCE,MU
PRS_NAT,1919,DEPENSES DE MEDECINE FORFAITAIRE (OMNIPRATICIENS ET AUXILIAIRES MEDICAUX),
PRS_NAT,1920,CONTRAT DEMOGRAPHIQUE SAGE-FEMME,CIS
PRS_NAT,1921,TEST DE DIAGNOSTIC RAPIDE ,TDR
PRS_NAT,1922,CONSULTATION,CG
PRS_NAT,1923,EXAMEN DE SUIVI POST NATAL,SP
PRS_NAT,1924,INDEMNISATION VACATION MEDECINS,VGM
PRS_NAT,1925,REMUNERATION VACCINATION GRIPPE A PAR MEDECIN RETRAITE ET SALARIES HORS OBLIGATIONS ,VMR
PRS_NAT,1926,ACTE DE VACCINATION GRIPPE A/H1N1,VAC
PRS_NAT,1927,REMUNERATION CPTS ,CPT
PRS_NAT,1928,REMUNERATION VACCINATION COVID 19,VCO
PRS_NAT,1929,ACTE DE VACCINATION COVID 19,VAC
PRS_NAT,1930,ACTE D INJECTION DU VACCIN COVID19,INJ
PRS_NAT,1931,MAJORATION NOURRISSON PEDIATRE,MNP
PRS_NAT,1932,MAJORATION NOURRISSON GENERALISTE,MNO
PRS_NAT,1933,MAJORATION CONSULTATION REGULEE  DE NUIT,CRN
PRS_NAT,1934,MAJORATION CONSULTATION REGULEE MILIEU DE NUIT,CRM
PRS_NAT,1935,"MAJORATION CONSULTATION REGULEE DIMANCHE, JOURS FERIES ET ASSIMILES",CRD
PRS_NAT,1936,MAJORATION VISITE REGULEE  DE NUIT,VRN
PRS_NAT,1937,MAJORATION VISITE REGULEE MILIEU DE NUIT,VRM
PRS_NAT,1938,"MAJORATION VISITE REGULEE DE DIMANCHE, JOURS FERIES ET ASSIMILES",VRD
PRS_NAT,1939,MAJORATION SAGE-FEMME,MSF
PRS_NAT,1940,FORFAIT SORTIE PRECOCE,DSP
PRS_NAT,1941,MAJORATION CONSULTATION REGULEE SAMEDI APRES MIDI,CRS
PRS_NAT,1942,MAJORATION VISITE REGULEE SAMEDI APRES MIDI,VRS
PRS_NAT,1943,MAJORATION URGENCE MT,MUT
PRS_NAT,1944,MAJORATION CORRESPONDANT URGENCE,MCU
PRS_NAT,1945,MAJORATION MEDECIN TRAITANT REGULATION,MRT
PRS_NAT,1946,FORFAIT SAGE-FEMME REFERENTE,SFR
PRS_NAT,1947,FORFAIT ASTREINTE SAGE-FEMME,FA
PRS_NAT,1948,FORFAIT DE SURVEILLANCE SF,FMN
PRS_NAT,1949,MAJORATION DE SURVEILLANCE SF,MS
PRS_NAT,1951,PARTICIPATION FORFAITAIRE HORS TIERS PAYANT,PFH
PRS_NAT,1952,PARTICIPATION FORFAITAIRE TIERS PAYANT,PFT
PRS_NAT,1954,PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (C2S + AME),PAE
PRS_NAT,1955,PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (REGIME LOCAL),PAL
PRS_NAT,1956,PARTICIPATION ASSURE EN AMBULATOIRE,PAP
PRS_NAT,1957,MAJORATION HORS PARCOURS DE SOINS,TMT
PRS_NAT,1959,ADMINISTRATION  VACCIN,VAX
PRS_NAT,1960,SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL NON REMBOURSABLE (CNMSS),SGA
PRS_NAT,1961,SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL REMBOURSABLE (CNMSS),DAP
PRS_NAT,1962,VACATION MEDECIN VACCINATION COVID 19,VMR
PRS_NAT,1963,MAJO URGENCE + DE 75 ANS SAMU/AMB,MVU
PRS_NAT,1964,MAJORATION 19H-21H,SHE
PRS_NAT,1965,MAJO DIMANCHE / NUIT HORS URGENCE,MHP
PRS_NAT,1971,FRANCHISE HORS TIERS PAYANT SUR MEDICAMENT,FRH
PRS_NAT,1972,FRANCHISE TIERS PAYANT SUR MEDICAMENT,FRT
PRS_NAT,1973,FRANCHISE HORS TIERS PAYANT SUR TRANSPORT,FRH
PRS_NAT,1974,FRANCHISE TIERS PAYANT SUR TRANSPORT,FRT
PRS_NAT,1975,FRANCHISE HORS TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX,FRH
PRS_NAT,1976,FRANCHISE TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX,FRT
PRS_NAT,1977,PARTICIPATION ASSURE HORS TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES,FRH
PRS_NAT,1978,PARTICIPATION ASSURE EN TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES,FRT
PRS_NAT,1981,FORFAIT IVG HONORAIRES DE VILLE,FHV
PRS_NAT,1982,VACCINATION HPV 1ERE DOSE,HP1
PRS_NAT,1983,VACCINATION HPV 2EME DOSE,HP2
PRS_NAT,1990,FORFAIT D'INTERVENTION PAR SORTIE SUR DEMANDE DE LA REGULATION,FIM
PRS_NAT,1991,REMUNERATION REGULATION,REG
PRS_NAT,1992,PERMANENCE REMUNERATION DE NUIT,PRN
PRS_NAT,1993,PERMANENCE REMUNERATION MILIEU DE NUIT,PRM
PRS_NAT,1994,PERMANENCE REMUNERATION DIMANCHE ET FERIE,PRD
PRS_NAT,1995,PERMANENCE REMUNERATION TOTAL,PRT
PRS_NAT,1996,PERMANENCE REMUNERATION SAMEDI MATIN,RSA
PRS_NAT,1997,PERMANENCE REMUNERATION SAMEDI APRES MIDI,RSP
PRS_NAT,1998,ASTREINTE DE JOUR CORRESPONDANT SAMU,AJS
PRS_NAT,1999,ASTREINTE DE NUIT CORRESPONDANT SAMU,ANS
PRS_NAT,2100,FORFAIT ENVIRONNEMENT HOSPITALIER 7,SE7
PRS_NAT,2101,HBGT TEMP NON MEDICALISE,HTN
PRS_NAT,2102,PROTOCOLE FRANCO ALGERIEN,PFA
PRS_NAT,2103,SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE (PSY/SSR),ST3
PRS_NAT,2104,SUPPLEMENT TRANSPORT PROVISOIRE (PSY/SSR),ST2
PRS_NAT,2105,SUPPLEMENT TRANSPORT DEFINITIF (PSY/SSR),ST1
PRS_NAT,2106,TRANSPORT DEFINITIF DIALYSE,TDD
PRS_NAT,2107,TRANSPORT SEANCE DIALYSE,TSD
PRS_NAT,2108,SUPPLEMENT TRANSPORT 2,TDE
PRS_NAT,2109,SUPPLEMENT TRANSPORT SEANCES,TSE
PRS_NAT,2110,FRAIS SEJOUR SSR,GMT
PRS_NAT,2111,FRAIS D HEBERGEMENT ET ENVIRONNEMENT EN GHS,GHS
PRS_NAT,2112,FRAIS DE SEJOUR SUPPLEMENTAIRE AU GHS,EXH
PRS_NAT,2113,GROUPE HOMOGENE DE TARIFS,GHT
PRS_NAT,2114,SUPPLEMENT SOINS PARTICULIEREMENT COUTEUX (ARRETE DU 29/06/1978),SRA
PRS_NAT,2115,SUPPLEMENT SOINS CONTINUS,SSC
PRS_NAT,2116,SUPPLEMENT NEONATOLOGIE 1,NN1
PRS_NAT,2117,SUPPLEMENT NEONATOLOGIE 2,NN2
PRS_NAT,2118,SUPPLEMENT NEONATOLOGIE 3,NN3
PRS_NAT,2119,SUPPLEMENT DEFIBRILLATEUR,SDC
PRS_NAT,2120,DIFFERENTIEL TARIFAIRE CLINIQUE,DTC
PRS_NAT,2121,HEMODIALYSE EN CENTRE OU EN UNITE DE DIALYSE MEDICALISEE,D01
PRS_NAT,2122,AUTODIALYSE SIMPLE OU ASSISTEE,D02
PRS_NAT,2123,ENTRAINEMENT A L HEMODIALYSE A DOMICILE ET A L AUTODIALYSE,D03
PRS_NAT,2124,ENTRAINEMENT A LA DPA,D04
PRS_NAT,2125,ENTRAINEMENT A LA DPCA,D05
PRS_NAT,2126,HEMODIALYSE A DOMICILE,D06
PRS_NAT,2127,DIALYSE PERITONEALE AUTOMATISEE (DPA),D07
PRS_NAT,2128,DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA),D08
PRS_NAT,2129,FORFAIT D'HEMODIALYSE EN CENTRE,D09
PRS_NAT,2130,DOTATION MIXTE MEDECINE,DMM
PRS_NAT,2131,FORFAIT D HEMODIALYSE EN CENTRE POUR ENFANT,D10
PRS_NAT,2132,FORFAIT D HEMODIALYSE EN UNITE DE DIALYSE MEDICALISEE,D11
PRS_NAT,2133,DIALYSE TIERCE PERSONNE,DTP
PRS_NAT,2134,FORFAIT D AUTODIALYSE SIMPLE,D12
PRS_NAT,2135,FORFAIT D AUTODIALYSE ASSISTEE,D13
PRS_NAT,2136,FORFAIT D HEMODIALYSE A DOMICILE,D14
PRS_NAT,2137,FORFAIT DE DIALYSE PERITONEALE AUTOMATISEE (DPA),D15
PRS_NAT,2138,FORFAIT DE DIALYSE PERITONEALE CONTINUE AMBULATOIRE (DPCA),D16
PRS_NAT,2139,FORFAIT D ENTRAINEMENT A L HEMODIALYSE A  DOMICILE ET AUTODIALYSE,D17
PRS_NAT,2140,FORFAIT D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE,D18
PRS_NAT,2141,FRAIS DE CHAMBRE PARTICULIERE POUR CONVENANCE PERSONNELLE,CPC
PRS_NAT,2142,FORFAIT D ENTRAINEMENT A DIALYSE PERITONEALE CONTINUE AMBULATOIRE,D19
PRS_NAT,2143,FF D ENTRAINEMENT A LA DIALYSE PERITONEALE AUTOMATISEE A DOMICILE,D20
PRS_NAT,2144,FF D ENTRAINEMENT A LA DIALYSE PERITONEALE CONTINUE AMBULATOIRE A DOMICILE,D21
PRS_NAT,2145,FORFAIT DE DIALYSE PERITONEALE AUTOMATISE POUR HOSPITALISATION DE 3 A 6 JOURS,D22
PRS_NAT,2146,FORFAIT DE DIALYSE PERITONEALE CONTINUE AMBULATOIRE POUR HOSPITALISATION DE 3 A 6 JOURS,D23
PRS_NAT,2147,FORFAIT D'ENTRAINEMENT A L'HEMODIALYSE EN UNITE DE DIALYSE MEDICALISEE,D24
PRS_NAT,2148,SUPPLEMENT  JOURNALIER ZONE HAUTE,SZH
PRS_NAT,2149,SUPPLEMENT  JOURNALIER ZONE EXTREME HAUTE,SEH
PRS_NAT,2150,VIDEOCAPSULE,VDE
PRS_NAT,2151,SUPPLEMENT REANIMATION,REA
PRS_NAT,2152,SUPPLEMENT SURVEILLANCE CONTINUE,SRC
PRS_NAT,2153,FORFAIT SOINS INTENSIFS,STF
PRS_NAT,2154,REANIMATION PEDIATRIQUE,REP
PRS_NAT,2155,FORFAIT ENVIRONNEMENT HOSPITALIER 1,SE1
PRS_NAT,2156,FORFAIT ENVIRONNEMENT HOSPITALIER 2,SE2
PRS_NAT,2157,FORFAIT ENVIRONNEMENT HOSPITALIER 3,SE3
PRS_NAT,2158,FORFAIT ENVIRONNEMENT HOSPITALIER 4,SE4
PRS_NAT,2159,FORFAIT DE SECURITE DERMATOLOGIQUE,FSD
PRS_NAT,2160,MISSION D'INTERET GENERAL SSR,MGS
PRS_NAT,2161,FORFAIT MISSION D INTERET GENERAL D AIDE A LA CONTRACTUALISATION,MGC
PRS_NAT,2162,FORFAIT HAUTE TECHNICITE,FHT
PRS_NAT,2163,SUPPLEMENT JOURNALIER DIALYSE PERITONEALE,DIP
PRS_NAT,2164,ADMINISTRATION DE PRODUITS ET PRESTATIONS EN ENVIRONNEMENT HOSPITALIER,APE
PRS_NAT,2165,FORFAIT PRESTATION INTERMEDIAIRE,FPI
PRS_NAT,2166,ADMINISTRATION DE MEDICAMENTS EN ENVIRONNEMENT HOSPITALIER,AP2
PRS_NAT,2167,FORFAIT ENVIRONNEMENT HOSPITALIER 5,SE5
PRS_NAT,2168,FORFAIT ENVIRONNEMENT HOSPITALIER 6,SE6
PRS_NAT,2169,DOTATION POPULATIONNELLE PSY,DP2
PRS_NAT,2170,FIR ETS PRIVES,FIP
PRS_NAT,2171,DIFFERENTIEL TARIFAIRE AME,DTA
PRS_NAT,2172,DIFFERENTIEL TARIFAIRE MIGRANTS,DTM
PRS_NAT,2173,DIFFERENTIEL PSY REGLEMENTAIRE,DPC
PRS_NAT,2174,DIFFERENTIEL PSY AME,DPA
PRS_NAT,2175,DIFFERENTIEL PSY MIGRANTS,DPM
PRS_NAT,2176,DIFFERENTIEL SSR REGLEMENTAIRE,DSC
PRS_NAT,2177,DIFFERENTIEL SSR AME,DSA
PRS_NAT,2178,DIFFERENTIEL SSR MIGRANTS,DSM
PRS_NAT,2179,DOTATION DE TRANSFORMATION PSY,DT2
PRS_NAT,2180,DIFFERENTIEL TARIFAIRE FIDES,DTF
PRS_NAT,2181,PRELEVEMENT D ORGANE 1,PO1
PRS_NAT,2182,PRELEVEMENT D ORGANE 2,PO2
PRS_NAT,2183,PRELEVEMENT D ORGANE 3,PO3
PRS_NAT,2184,COORDINATION PRELEVEMENT D ORGANES,CPO
PRS_NAT,2185,PRELEVEMENT D ORGANE 4,PO4
PRS_NAT,2186,PRELEVEMENT D'ORGANE 5,PO5
PRS_NAT,2187,PRELEVEMENT D'ORGANE 6,PO6
PRS_NAT,2188,PRELEVEMENT D'ORGANE 7,PO7
PRS_NAT,2189,PRELEVEMENT D'ORGANE 8,PO8
PRS_NAT,2190,PRELEVEMENT D'ORGANE 9,PO9
PRS_NAT,2191,PRELEVEMENT D'ORGANE,POA
PRS_NAT,2192,DOTATION POPULATIONNELLE SSR,DP1
PRS_NAT,2193,DOTATION PEDIATRIE,DT1
PRS_NAT,2194,PLATEAU TECHNIQUE SPECIALISE,PTS
PRS_NAT,2195,SUPPLEMENT ANTEPARTUM,ANT
PRS_NAT,2196,SUPPLEMENT RADIOTHERAPIE PEDIATRIQUE,RAP
PRS_NAT,2197,DOTATION ACTIVITES SPECIFIQUES,MGY
PRS_NAT,2198,DOTATION QUALITE CODAGE,DAY
PRS_NAT,2199,SUPPLEMENT  JOURNALIER ZONE BASSE,SZB
PRS_NAT,2200,DOTATION FILE ACTIVE PSY,DFA
PRS_NAT,2201,BUDGET GLOBAL,
PRS_NAT,2202,MEDICALISATION DES PERSONNES AGEES,
PRS_NAT,2203,SSAD : SERVICE DE SOINS A DOMICILE,
PRS_NAT,2204,CAMSP: CENTRE ACTION MEDICO-SOCIALE PRECOCE,
PRS_NAT,2205,CCAA : CENTRE DE CURE AMBULATOIRE EN ALCOOLOGIE,
PRS_NAT,2206,VIH,VIH
PRS_NAT,2207,REORIENTATION URGENCE 2 MILIEU NUIT,R2M
PRS_NAT,2208,REORIENTATION URGENCE 1 MILIEU NUIT,R1M
PRS_NAT,2209,FORFAIT CONSULTATION URGENCE HOPITAL MILIEU NUIT,FHM
PRS_NAT,2210,FORFAIT CONSULTATION URGENCE HOPITAL NUIT,FHN
PRS_NAT,2211,FRAIS DE SEJOUR,PJ
PRS_NAT,2212,MAJORATION PMSI,PMS
PRS_NAT,2213,FRAIS DE SEJOUR IME,PJE
PRS_NAT,2214,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR NON REMBOURSABLE (CNMSS),SGJ
PRS_NAT,2215,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SEJOUR REMBOURSABLE (CNMSS),DSJ
PRS_NAT,2216,FORFAIT CONSULTATION URGENCE PRIVE,FCP
PRS_NAT,2217,FORFAIT CONSULTATION URGENCE HOPITAL,FCH
PRS_NAT,2218,REORIENTATION URGENCE 1,RU1
PRS_NAT,2219,REORIENTATION URGENCE 2,RU2
PRS_NAT,2220,FORFAIT CONSULTATION URGENCE HOPITAL FERIE,FHF
