dimension,cle,libelle,detail,nb_val_jan24
PRS_NAT,3335,Vaccin anti grippe Hémisphère Sud FLUARIX HS,GS2,2
PRS_NAT,3336,PHARMACIE SOUS ATU SEJOUR,PHX,1457
PRS_NAT,3337,FORFAIT FAUSSE COUCHE VILLE,FFC,103
PRS_NAT,3338,FORFAIT FAUSSE COUCHE VILLE SANS ÉCHOGRAPHIE,FFV,7
PRS_NAT,3339,FORFAIT FAUSSE COUCHE ETABLISSEMENT AVEC ECHOGRAPHIE,FEF,59
PRS_NAT,3340,FORFAIT FAUSSE COUCHE ETABLISSEMENT SANS ECHOGRAPHIE,FFE,8
PRS_NAT,3341,PHARMACIE 15%,PH2,481621
PRS_NAT,3342,PREPARATION MAGISTRALE ALLOPATHIQUE 15 %,PM2,399
PRS_NAT,3343,PREPARATION MAGISTRALE ALLOPATHIQUE,PM4,2258
PRS_NAT,3346,ACCOMPAGNEMENT ANTICOAGULANTS ORAUX INITIAL,AOI,1
PRS_NAT,3348,ACCOMP. SUIVI INITIAL,ASI,654
PRS_NAT,3349,ACCOMP. SUIVI SUPPL.,ASS,614
PRS_NAT,3350,BILAN MEDICATION AVEC CHANGEMENT DE TRAITEMENT,BMT,182
PRS_NAT,3352,PREPARATION MAGISTRALE HOSPITALIRE,PHM,3103
PRS_NAT,3354,MEDICAMENT AVEC AUTORISATION D'IMPORTATION,PHI,2762
PRS_NAT,3355,MARGE FORFAITAIRE (MEDICAMENTS HOSPITALIERS),MAR,16818
PRS_NAT,3356,PHARMACIE HOSPITALIERE DEROGATOIRE,PHD,3192
PRS_NAT,3358,ACCOMPAGNEMENT CHIMIOTHERAPIE PATIENTS SOUS TRAITEMENTS ANTICANCEREUX AU LONG COURS POUR L'ANNEE INITIALE,AC1,116
PRS_NAT,3359,TROD ANGINE PHARMACIEN,TRD,12423
PRS_NAT,3361,GARDE PHARMACIE NUIT,GPN,182
PRS_NAT,3362,GARDE PHARMACIE FERIE,GPF,55
PRS_NAT,3363,GARDE PHARMACIE DIMANCHE,GPD,144
PRS_NAT,3364,HONORAIRE MEDICAMENT REMBOURSABLE,HDR,1920125
PRS_NAT,3365,HONORAIRE DISPENSATION EN LIEN AVEC AGE,HDA,548421
PRS_NAT,3366,HONORAIRE DE DISPENSATION MEDICAMENTS SPECIFIQUES,HDE,1067789
PRS_NAT,3369,CODE TRACEUR DISPENSATION ADAPTEE,DAD,38547
PRS_NAT,3376,ACCOMPAGNEMENT CHIMIOTHERAPIE AUTRES TRAITEMENTS ANTICANCEREUX,AC4,32
PRS_NAT,3380,HONO DISP COMP,HC,301156
PRS_NAT,3381,PREPARATION PHARMACEUTIQUE INDIVIDUALISEE (ALLERGENES),PPI,10501
PRS_NAT,3382,PRISE EN CHARGE DEROGATOIRE PHARMACIE,PDP,101
PRS_NAT,3383,HONO DISP 1,HD1,132563
PRS_NAT,3384,HONO DISP 2,HD2,479797
PRS_NAT,3385,HONO DISP 4,HD4,790484
PRS_NAT,3386,HONO DISP 7,HD7,1864918
PRS_NAT,3387,HONO DISP GC 1,HG1,4698
PRS_NAT,3388,HONO DISP GC 2,HG2,3
PRS_NAT,3389,HONO DISP GC 4,HG4,23896
PRS_NAT,3390,HONO DISP GC 7,HG7,257629
PRS_NAT,3395,Plan personnalisé de santé pharmacie,PPH,2
PRS_NAT,3402,TELESOINS PHARMACIE,TPH,304
PRS_NAT,3403,REMUNERATION PHARMACIEN COVID 19,KGP,1000
PRS_NAT,3404,ENTRETIEN FEMME ENCEINTE,EFE,834
PRS_NAT,3405,REMUNERATION LABO TESTS PCR COVID 19,RLC,2
PRS_NAT,3408,REMISE KIT DCC,RKD,6007
PRS_NAT,3410,DISPENSATION PHARMACIE A DOMICILE,DDO,76
PRS_NAT,3411,"SANG,PLASMA ET LEURS DERIVES",SNG,87
PRS_NAT,3412,TRANSPORT DU PRODUIT,TSG,11
PRS_NAT,3413,LAIT HUMAIN,LAI,21
PRS_NAT,3414,AUTRES PRODUITS D  ORIGINE HUMAINE,HUM,24
PRS_NAT,3415,RAPPEL VACCIN ADULTE PHARMACIEN,RVA,36062
PRS_NAT,3416,PHIE DEPISTAGE INFECTION URINAIRE,PEE,316
PRS_NAT,3417,ROSP PHIE BON USAGE PDT SANTE,BUP,2
PRS_NAT,3423,RDV PREVENTION PHARMACIE,RDP,19
PRS_NAT,3500,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE",VU7,3789
PRS_NAT,3501,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE",VU6,7335
PRS_NAT,3503,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE",VU2,53785
PRS_NAT,3504,"VERRE DE CLASSE B, NEUTRE OU UNIFOCAL SPHERIQUE SIMPLE",VU1,33871
PRS_NAT,3505,MONTURE ENFANT DE CLASSE A,M02,11218
PRS_NAT,3507,"VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE",V04,2056
PRS_NAT,3509,"VERRE DE CLASSE A, UNIFOCAL COMPLEXE",V02,7726
PRS_NAT,3510,"VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE",V01,55868
PRS_NAT,3512,AUTRES MATERIELS POUR TRAITEMENTS A DOMICILE (CHAP. 1),AAD,445474
PRS_NAT,3514,MATERIELS ET APPAREILS POUR TRAITEMENTS DIVERS (CHAP. 3),MAD,322679
PRS_NAT,3515,ARTICLES DE PANSEMENTS (CHAP. 4),PAN,325980
PRS_NAT,3516,NUTRIMENTS POUR INTOLERANTS AU GLUTEN (CHAP. 3),GLU,10102
PRS_NAT,3517,ALIMENTS DESTINES A DES FINS MEDICALES,NUT,797
PRS_NAT,3518,APPAREIL GENERATEUR D AEROSOL,ARO,76136
PRS_NAT,3519,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE",VM2,42343
PRS_NAT,3520,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE",VM3,39072
PRS_NAT,3521,ORTHESES (PETIT APPAREILLAGE) (CHAP. 1),PA,153336
PRS_NAT,3522,DIVERS ORTHESES,DVO,174495
PRS_NAT,3531,OPTIQUE MEDICALE PROPREMENT DIT,OPT,4629
PRS_NAT,3532,MONTURE/LUNETTE POUR ENFANT DE - DE 18 ANS CRPCEN (HORS CODAGE LPP),LUN/LNE,3
PRS_NAT,3533,VERRES / VERRES POUR ENFANT<18 ans -CRPCEN- (hors codage LPP),VER/OPE,3
PRS_NAT,3539,VERRES UNIFOCAUX OP4 (CMU),OP4,1
PRS_NAT,3543,PROTHESES OCULAIRES ET FACIALES (CHAP. 5),POC,2609
PRS_NAT,3549,PROCESSEUR POUR IMPLANT OSTE-INTEGRE,PIO,1298
PRS_NAT,3552,IMPLANT MU PAR ELECTRICITE (CHAP. 4),PME,1953
PRS_NAT,3558,LPP DEPAST PRIX LIMITE DE VENTE,PDZ,41
PRS_NAT,3559,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE SIMPLE",VM1,20949
PRS_NAT,3560,"VERRE DE CLASSE B, UNIFOCAL SPHERIQUE COMPLEXE",VU4,1372
PRS_NAT,3561,VEHICULES POUR HANDICAPES PHYSIQUES,VEH,9971
PRS_NAT,3562,"VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE",VU5,2202
PRS_NAT,3563,MONTURE ADULTE DE CLASSE B,M03,102768
PRS_NAT,3564,MONTURE ENFANT DE CLASSE B,M04,15984
PRS_NAT,3565,OPTIQUE - ADAPTATION VERRE DE CLASSE A,S01,10687
PRS_NAT,3566,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE COMPLEXE",VM4,1908
PRS_NAT,3567,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE",VM5,1626
PRS_NAT,3569,"VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE",VM7,579
PRS_NAT,3570,OPTIQUE - AUTRE SUPPLEMENT,SV3,3167
PRS_NAT,3572,ECART TIPS INDEMNISABLE,ETI,2520
PRS_NAT,3574,DISPOSITIF MEDICAL (PRISE EN CHARGE EXCEPTIONNELLE),PDM,69
PRS_NAT,3575,COMPLEMENT AT 150% LPP,ATL,9047
PRS_NAT,3577,DELIVRANCE TAG PHIE,DTG,46943
PRS_NAT,3580,OPTIQUE - ADAPTATION VERRE DE CLASSE B,SV1,2303
PRS_NAT,3583,MONTURE (CMU),OPM,1
PRS_NAT,3584,"OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A",SV2,15259
PRS_NAT,3585,OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE),SV4,453
PRS_NAT,3587,PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE DROITE,P1D,8101
PRS_NAT,3588,PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE,P2G,16736
PRS_NAT,3589,PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE,P2D,16724
PRS_NAT,3590,PROTHESES AUDITIVES - ACCESSOIRES,APA,3166
PRS_NAT,3591,PRISE EN CHARGE DEROGATOIRE LPP,PCD,20
PRS_NAT,3593,TELESURVEILLANCE : FOURNISSEUR DE LA SOLUTION,TSF,2148
PRS_NAT,3594,PEC EXCEPTIONNELLE DEPASSEMENT LPP TP,DLT,5
PRS_NAT,3595,PROTHESES AUDITIVES - PILES,PIL,20102
PRS_NAT,3596,DELIVRANCE DE MASQUE,MSQ,13114
PRS_NAT,3597,TELESURVEILLANCE COMMUN,TL1,3609
PRS_NAT,3598,DELIVRANCE AUTOTESTS EN PHIE,OTO,2008
PRS_NAT,3599,REALISATION TAG EN PHIE,RTG,46014
PRS_NAT,3601,TELESURVEILLANCE DEROGATOIRE,TL2,358
PRS_NAT,3602,SUPPLT CONDITIONNEL OPTIQUE CLS A,SOA,6100
PRS_NAT,3610,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION PHARMACIE NON REMBOURSABLE (CNMSS),SGN,101
PRS_NAT,3611,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE NON REMBOURSABLE (CNMSS),SGS,11
PRS_NAT,3612,SUPPLEMENT DEROGATOIRE SG SUR PRESTATION SANITAIRE REMBOURSABLE (CNMSS),DPS,220
PRS_NAT,4111,FORFAIT DE SURVEILLANCE MEDICALE  1ER HANDICAP,STH,2857
PRS_NAT,4112,FORFAIT DE SURVEILLANCE MEDICALE REDUIT  2EME HANDICAP,THR,996
PRS_NAT,4113,PRATIQUES MEDICALES COMPLEMENTAIRES COTEES EN K,KTH,142
PRS_NAT,4131,FRAIS DE TRANSPORT - CURES THERMALES,TTH,789
PRS_NAT,4141,FORFAIT THERMAL 1,TH1,1158
PRS_NAT,4143,FORFAIT THERMAL 2EME ORIENTATION,TH3,868
PRS_NAT,4145,FORFAIT THERMAL 72 SEANCES AVEC KINE,TH5,120
PRS_NAT,4151,FORFAIT THERMAL 18 SEANCES COLLECTIVES,MK1,281
PRS_NAT,4152,FORFAIT THERMAL 18 SEANCES INDIVIDUELLES,MK2,161
PRS_NAT,4153,FORFAIT THERMAL 9 SEANCES COLLECTIVES,MK3,531
PRS_NAT,4154,FORFAIT THERMAL 9 SEANCES INDIVIDUELLES,MK4,929
PRS_NAT,4156,THERMAL-SUITE CANCER DU SEIN,FKS,14
PRS_NAT,4157,THERMAL-TROUBLE COMPORTEMENT 72 SEANCES,TC1,2
PRS_NAT,4203,SUPPLEMENT TRANSPORT PERSONNE MOBILITE REDUITE,TMR,2255
PRS_NAT,4208,FORFAIT D'URGENCE SUR APPEL DU SAMU EXPERIMENTATION CPAM BOUCHES-DU-RHONE,FUS,46
PRS_NAT,4209,COMPLEMENT TRANSPORTS D'URGENCE,CTU,1
PRS_NAT,4210,Taxi tarif A,TXA,116
PRS_NAT,4211,SERVICES MOBILES D  URGENCE ET DE REANIMATION (SMUR),SMU,15
PRS_NAT,4213,VEHICULES SANITAIRES LEGERS (VSL),VSL,147443
PRS_NAT,4214,TAXIS,TXI,306177
PRS_NAT,4215,VEHICULES PERSONNELS,VP,42704
PRS_NAT,4217,Taxi tarif B,TXB,10
PRS_NAT,4218,Taxi tarif C,TXC,608
PRS_NAT,4219,AUTRES MODES DE TRANSPORT,ATP,9572
PRS_NAT,4224,PRATIQUE DE GEO LOCALISATION PAR DISPOSITIF EMBARQUE,PGE,31
PRS_NAT,4229,Taxi tarif F,TXF,6
PRS_NAT,4231,COMPLEMENT MINIMUM GARANTI,ARC,93
PRS_NAT,4232,INTERVENTION DURANT GARDE,AIG,27452
PRS_NAT,4235,REMBT FRAIS PARKING,MRS,1
PRS_NAT,4236,AVION EVACUATION SANITAIRE,AEV,3
PRS_NAT,4239,BATEAU TRANSPORT SANITAIRE,BTS,154
PRS_NAT,4241,TRAIN TRANSPORT SANITAIRE,TTS,111
PRS_NAT,4310,FRAIS EXPERTISE CONTENTIEUX MALADIE,FEC,30
PRS_NAT,4316,FRAIS EXPERTISE AMIABLE,EXP,131
PRS_NAT,4318,DEPLACEMENT COMITE REGIONAL RECONNAISSANCE MP,DPH,3
PRS_NAT,4321,FRAIS FUNERAIRES,FUN,79
PRS_NAT,4322,TRANSPORT DU CORPS,TRC,2
PRS_NAT,4323,INDEMNITE ALLOUEE EN REPARATION DES PREJUDICES EXTRA-PATRIMOMIAUX,PDO,107
PRS_NAT,4325,INDEMNITE COMPLEMENTAIRE POUR REEDUCATION PROFESSIONNELLE,ICR,8
PRS_NAT,4326,PRETIUM PULCHRITUDINIS,PPU,37
PRS_NAT,4327,PRETIUM SEXUALE,PSE,17
PRS_NAT,4329,PREJUDICE PERTE OU DIMINUTION PROMOTION PROFESSIONNELLE,PPD,6
PRS_NAT,4330,PREJUDICES EXTRA PATRIMONIAUX - HORS IV,PNC,37
PRS_NAT,4331,"REMBOURSEMENTS DE SOINS A L  ETRANGER (ET1 A ET6 ET ET8 A ET9, ETB ETA, ETH, ETT, ETP, ETX )",ETR,24127
PRS_NAT,4332,PREJUDICE AMIANTE,PPA,18
PRS_NAT,4371,FORFAIT DE SOINS MEDICALISES (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES),FSM,194
PRS_NAT,4372,FORFAIT REPOS CONVALESCENCE (REGIME DES MINISTRES DES CULTES ET DES MEMBRES CONGR. ET COLL.RELIGIEUSES),FRC,17
PRS_NAT,4379,AVANCE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ,ADS,23
PRS_NAT,4380,SOLDE RÉMUNÉRATION SPÉCIFIQUE CENTRES DE SANTÉ,SDS,7
PRS_NAT,4396,PRIME RESPONSABILITE SPECIALISTE,PRS,43
PRS_NAT,4413,DISPENSAIRES ANTIVENERIENS,,4
PRS_NAT,4417,AUTRES PARTICIPATIONS FORFAITAIRES NON INDIVIDUALISEES,,3
PRS_NAT,4511,CAPITAL DECES,CDC,345
PRS_NAT,4512,FORFAIT CDC COTISANT  TI,FCC,25
PRS_NAT,4513,FORFAIT CDC RETRAITE TI,FRI,1
PRS_NAT,4515,ALLOCATION ORPHELIN D'UN TRAVAILLEUR INDEPENDANT DECEDE,AOT,30
PRS_NAT,5122,"FORFAIT C2S - VERRE DE CLASSE A, UNIFOCAL COMPLEXE",V02,354
PRS_NAT,5123,"FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE",V03,4880
PRS_NAT,5124,"FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE",V04,161
PRS_NAT,5126,FORFAIT C2S - MONTURE ENFANT DE CLASSE A,M02,3969
PRS_NAT,5129,"FORFAIT C2S - OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A",SV2,819
PRS_NAT,5130,FORFAIT C2S - OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE),SV4,102
PRS_NAT,5201,FORFAIT PROTHESE DENTAIRE ADJOINTE,FDA,9850
PRS_NAT,5202,FORFAIT REPARATION PROTHESE ADJOINTE,FDR,2919
PRS_NAT,5203,FORFAIT PROTHESE DENTAIRE CONJOINTE,FDC,16078
PRS_NAT,5206,FORFAIT ORTHODONTIQUE (C2S HORS PANIER DE SOINS),FPO,341
PRS_NAT,5402,FORFAIT C2S  PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE,P2G,2126
PRS_NAT,5403,FORFAIT CMU/C2S PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE,P2D,2126
PRS_NAT,6014,COMPLEMENT IJ >PLAFOND   (CRPCEN),CIJ,21
PRS_NAT,6110,IJ NORMALES + 6MOIS,ASN,137
PRS_NAT,6111,IJ NORMALES -3 MOIS,NOR-/REN-/MIN-,230900
PRS_NAT,6112,IJ NORMALES +3MOIS,NOR+/MIN+,105443
PRS_NAT,6113,IJ REDUITES -3MOIS,1/1-,377
PRS_NAT,6114,IJ REDUITES +3MOIS,1/1+,511
PRS_NAT,6115,IJ MAJOREES -3MOIS,MAJ-/REN+,38476
PRS_NAT,6116,IJ MAJOREES +3MOIS,MAJ+/MIJ-/MIJ+,83
PRS_NAT,6117,"IJ PARTIELLE,  PERTE DE SALAIRE -3MOIS",MIT-,28163
PRS_NAT,6118,"IJ PARTIELLE,  PERTE DE SALAIRE +3MOIS",MIT+,15979
PRS_NAT,6120,INDEMNITE TEMPORAIRE D'INAPTITUDE AT/MP,ITI,855
PRS_NAT,6122,IJ POSTNATALES,POS,2763
PRS_NAT,6123,IJ EN CAS D  ADOPTION,ADO,191
PRS_NAT,6125,INDEMNITE REMPLACEMENT CONJOINTS COLLABORATEURS TI,IRT+/IRT-,10
PRS_NAT,6126,FORFAIT GROSSESSE TAUX PLEIN TI,FGP,294
PRS_NAT,6128,FORFAIT ADOPTION TAUX PLEIN TI,FAP,1
PRS_NAT,6131,IJ NORMALES POUR CURE THERMALE,CUN-,391
PRS_NAT,6134,IJ MALADIE  PAMC MOINS DE 3 MOIS,AAM-,4
PRS_NAT,6209,CONGE REPIT POUR DECES DE L'ENFANT,CRE,160
PRS_NAT,6210,IJ PATERNITE HOSPITALISATION ENFANT,PEH-/PEH+,346
PRS_NAT,6211,ALLOCATION FEMME ENCEINTE,AFE+/AFE-,6
PRS_NAT,6212,IJ CONGE MATERNITE AU PERE,PER,3017
PRS_NAT,6213,INDEMNITE DE REMPLACEMENT PATERNITE,,188
PRS_NAT,6214,IJ CONGE SUPPLEMENTAIRE MATERNITE PAMC,ISP-,7
PRS_NAT,6215,IJ CONGE POSTNATAL PAMC,IRN+/IRN-,311
PRS_NAT,6221,ALLOCATION REPOS MATERNEL NORMAL,ARM,212
PRS_NAT,6231,IJ CONGE PRENATAL PAMC,IRM+/IRM-,308
PRS_NAT,6232,IJ CONGE ADOPTION PAMC,IRA-/IRA+,1
PRS_NAT,6233,IJ CONGE PATHOLOGIQUE PAMC,IRP+ / IRP-,659
PRS_NAT,6235,IND REMP CC PAMC,IRC,172
PRS_NAT,6236,IJ PATERNITE PAMC,IPA-,248
PRS_NAT,6242,ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE REDUITE,AVR,6
PRS_NAT,6257,ALLOCATION EXPOSITION NORMALE - 3 MOIS,ENO-,40
PRS_NAT,6258,ALLOCATION EXPOSITION NORMALE + 3 MOIS,ENO+,24
PRS_NAT,7111,PENSION INVALIDITE AVANTAGES DE BASE,PI/RPI,1793
PRS_NAT,7113,PENSION INVALIDITE MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE,TP/RTP,415
PRS_NAT,8111,RENTES DE VICTIME,RVI,6481
PRS_NAT,8113,RENTES DE CONJOINT SURVIVANT,RCS,2267
PRS_NAT,8114,RENTES DE REVERSION,REV,179
PRS_NAT,8115,RENTES D  ORPHELIN,ROR,336
PRS_NAT,8116,RENTES D  ASCENDANT,RAS,134
PRS_NAT,8117,MAJORATION FAUTE INEXCUSABLE RENTE ASCENDANT,FIA,16
PRS_NAT,8118,MAJORATION FAUTE INEXCUSABLE RENTE VICTIME,FIR,856
PRS_NAT,8119,MAJORATION FAUTE INEXCUSABLE RENTE CONJOINT,FIC,428
PRS_NAT,8121,PRESTATION COMPLEMENTAIRE POUR RECOURS A TIERCE PERSONNE,PTP,463
PRS_NAT,8222,RACHAT OBLIGATOIRE,ROB,3
PRS_NAT,8224,RACHAT FACULTATIF PARTIEL,RFP,15
PRS_NAT,8226,INDEMNITE EN CAPITAL ACCIDENT DU TRAVAIL,ICA,432
PRS_NAT,8227,MAJORATION FAUTE INEXCUSABLE INDEMNITE EN CAPITAL,FII,14
PRS_NAT,9111,COMPLEMENT TICKET MODERATEUR,P01,236
PRS_NAT,9112,COMPLEMENT FRAIS DE TRANSPORT ET DE SEJOUR,P02,152
PRS_NAT,9114,COMPLEMENT AUX FRAIS D HOSPITALISATION DE LA MERE QUI ALLAITE SON ENFANT,P04,2
PRS_NAT,9116,INDEMNITES JOURNALIERES MATERNITE POUR CERTAINES CATEGORIES D ASSURES,P06,3
PRS_NAT,9118,FRAIS FUNERAIRES,P08,7
PRS_NAT,9119,COMPLEMENT POUR CURE THERMALE,P10,1
PRS_NAT,9123,COMPLEMENT MALADIES CHRONIQUES ET MAINTIEN A DOMICILE,P13,7
PRS_NAT,9129,INDEMNITES COMPLEMENTAIRES EN REEDUCATION PROFESSIONNELLE,P09,1
PRS_NAT,9134,PRIME DE FIN DE REEDUCATION PROFESSIONNELLE,PFR,19
PRS_NAT,9152,PLAN EVIN,,1
PRS_NAT,9201,ENTRETIEN EVALUATION,EEP,8916
PRS_NAT,9202,SEANCE DE SUIVI,APS,19737
PRS_NAT,9203,SEANCE DE SUIVI A DISTANCE,PSS,774
PRS_NAT,9204,DEPISTAGE MALADIES SURCHARGE-DYSLIPEMIE,DMS,62
PRS_NAT,9206,DEPISTAGE AMIANTE,DAM,4
PRS_NAT,9207,DEPISTAGE SURDITE,DSU,7
PRS_NAT,9211,VACCIN (MILITAIRES) / VACCIN GRIPPE (CRPCEN),VCC/VAC,36
PRS_NAT,9221,TEST DE DEPISTAGE RAPIDE (FOURNISSEUR),TDF,165
PRS_NAT,9421,PREVENTION BUCCO-DENTAIRE: CONSULTATION,BDC,6195
PRS_NAT,9423,PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES,BR4,3011
PRS_NAT,9429,CAMPAGNE BUCCO DENTAIRE MOCALES,BD2,28
PRS_NAT,9432,TM DES INDEMNITES DE DEPLACEMENTS ID et MD,,2
PRS_NAT,9435,BUCCO DENT. CONSULTATION COMPLEXE,BDX,64
PRS_NAT,9436,BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE,BRP,1570
PRS_NAT,9511,EXAMEN ET BILAN DE SANTE,BDS/EDS,26
PRS_NAT,9513,CONSULTATION PREVENTION,BD6,15
PRS_NAT,9514,CONSULTATION DIETETIQUE,BD7,4
PRS_NAT,9521,ACTES DE PREVENTION,PDI,118
PRS_NAT,9713,AIDE AUX SEJOURS DES ENFANTS (CLERCS ET EMPLOYES DE NOTAIRES),COL,1
PRS_NAT,9715,AIDES FINANCIERES INDIVIDUELLES OPTIQUE,SSO,287
PRS_NAT,9716,ACTION SOCIALE DENTAIRE,SSD,1025
PRS_NAT,9717,ACTION SOCIALE AUDITIF,SSA,57
PRS_NAT,9719,AIDES FINANCIERES INDIVIDUELLES HOSPITALISATION,SEJ,223
PRS_NAT,9721,AIDES FINANCIERES INDIVIDUELLES DIFFICULTES FINANCIERES,DIF,330
PRS_NAT,9722,AIDES FINANCIERES INDIVIDUELLES AUTRES,AAF,1622
PRS_NAT,9724,AIDE A LA SCOLARITE (CRPCEN),SCO,2
PRS_NAT,9731,COMPLEMENT A L'ACS,AMU,637
PRS_NAT,9733,AIDE AU REPIT D'UN INDEPENDANT ACTIF,ARI,1
PRS_NAT,9734,AIDE AUX INDEPENDANTS INVALIDES,AII,3
PRS_NAT,9735,AIDE AU MAINTIEN DANS L'ACTIVITE,AMA,11
PRS_NAT,9737,CONSULTATION MEDICO-PRO TI,CMP,1
PRS_NAT,9741,AIDES AU LOGEMENT,HLO,52
PRS_NAT,9742,AIDE A LA COMMUNICATION HORS AUDITIF,HCO,33
PRS_NAT,9744,AUTRES TYPES D AIDES,HAU,192
PRS_NAT,9751,FOURNITURES ET ACCESSOIRES NON REMBOURSABLES,SPL,60
PRS_NAT,9761,AIDES FINANCIERES INDIVIDUELLES ORTHODONTIE,SOR,452
PRS_NAT,9762,AIDES FINANCIERES INDIVIDUELLES PHARMACIE/LPP,SEP,909
PRS_NAT,9763,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AU LOGEMENT,DIL,243
PRS_NAT,9764,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX BESOINS ALIMENTAIRES ET VESTIMENTAIRES,DIB,272
PRS_NAT,9765,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS DE SCOLARISATION,DIS,42
PRS_NAT,9766,AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX REGLEMENTS D'IMPOTS TAXES ET PRIMES,DIT,58
PRS_NAT,9767,AIDES FINANCIERES A CARACTERE SOCIAL D'ATTENTE DE VERSEMENT DE REVENUS DE SUBSTITUTION,DIA,87
PRS_NAT,9769,AIDES FINANCIERES A CARACTERE SOCIAL PALLIANT L'ABSENCE DE REVENUS,DIN,126
PRS_NAT,9771,AIDES PROTHESES AUDITIVES,HPA,14
PRS_NAT,9772,AIDES MENAGERES,HAI,487
PRS_NAT,9773,AIDES MENAGERES SORTIE D'HOSPITALISATION COORDONNEE,ASH,580
PRS_NAT,9775,AIDES MENAGERES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE,PAD,137
PRS_NAT,9776,ACTES FOURNITURES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE,PFD,11
PRS_NAT,9777,PHARMACIE NON REMBOURSABLE SOINS PALLIATIFS,PPL,22
PRS_NAT,9802,CODES MIS A LA DISPOSITION DE LA SNCF,,411
PRS_NAT,9803,CODES MIS A LA DISPOSITION DE LA SNCF,,14
PRS_NAT,9810,CODES MIS A LA DISPOSITION DE LA SNCF,,549
PRS_NAT,9813,CODES MIS A LA DISPOSITION DE LA SNCF,,86
PRS_NAT,9816,CODES MIS A LA DISPOSITION DE LA SNCF,,44
PRS_NAT,9818,CODES MIS A LA DISPOSITION DE LA SNCF,,685
PRS_NAT,9833,CODES MIS A LA DISPOSITION DE LA SNCF,,31
PRS_NAT,9834,CODES MIS A LA DISPOSITION DE LA SNCF,,1
PRS_NAT,9835,CODES MIS A LA DISPOSITION DE LA SNCF,,3
PRS_NAT,9852,CODES MIS A LA DISPOSITION DE LA SNCF,,13
PRS_NAT,9853,CODES MIS A LA DISPOSITION DE LA SNCF,,2
PRS_NAT,9860,CODES MIS A LA DISPOSITION DE LA SNCF,,68
PRS_NAT,9862,CODES MIS A LA DISPOSITION DE LA SNCF,,2
PRS_NAT,9863,CODES MIS A LA DISPOSITION DE LA SNCF,,179
